"","AVIBASEID","common","yr_db","Week-1","Week-2","Week-3","Week-4","Week-5","Week-6","Week-7","Week-8","Week-9","Week-10","Week-11","Week-12","Week-13","Week-14","Week-15","Week-16","Week-17","Week-18","Week-19","Week-20","Week-21","Week-22","Week-23","Week-24","Week-25","Week-26","Week-27","Week-28","Week-29","Week-30","Week-31","Week-32","Week-33","Week-34","Week-35","Week-36","Week-37","Week-38","Week-39","Week-40","Week-41","Week-42","Week-43","Week-44","Week-45","Week-46","Week-47","Week-48","Week-49","Week-50","Week-51","Week-52"
"1","7E327303","Acorn Woodpecker","ebird19",0.0167916007920861,0.0167564509595222,0.0169052056784465,0.0172434055660525,0.0177647896772436,0.0184514640532793,0.0192747607317531,0.0201967399336141,0.0211722505154778,0.0221514310479217,0.0230825079589588,0.0239147295774659,0.0246012666520883,0.0251019114922959,0.0253854191940377,0.0254313548208364,0.0252313387318534,0.0247896168412384,0.0241229214531724,0.0232596291914286,0.0222382630607239,0.0211054234896655,0.0199132661186122,0.0187166702014401,0.0175702592742786,0.0165254441760951,0.0156276570977753,0.0149139341714882,0.0144109838404453,0.0141338500489807,0.0140852448026493,0.0142555858710475,0.0146237345940756,0.015158388274777,0.0158200438480468,0.0165634165972278,0.0173401715588057,0.0181018074231833,0.0188025242382465,0.0194019075409194,0.0198672725980286,0.0201755325833485,0.0203144825761902,0.0202834256019454,0.0200931055455774,0.0197649524058195,0.0193296856539617,0.0188253590698867,0.018294963159315,0.0177837272038721,0.0173362806481489,0.0169938418566468
"2","C25794D5","Allen's Hummingbird","ebird19",0.00107733922133765,0.00235664714103931,0.00427399450953147,0.00685719716978017,0.0100981730248016,0.0139513404147106,0.0183341852187429,0.023129994083692,0.0281926250048678,0.033353067355708,0.0384274383115583,0.0432259775696806,0.0475625422964957,0.0512640728482125,0.0541794988700427,0.0561875849753221,0.0572032736617308,0.0571821670864206,0.0561228939646645,0.054067227147495,0.0510979444927216,0.0473345531399115,0.0429271178770873,0.0380485409899356,0.0328857276627833,0.0276301326654098,0.0224682171724268,0.0175723472395666,0.0130926375852878,0.00915018754886614,0.00583207374412551,0.00318836080820368,0.00123127376518733,0.000989061026653853,0.000989061026653853,0.000989061026653853,0.000989061026653853,0.000989061026653853,0.000989061026653853,0.0013272879996733,0.00202842399100155,0.00258270017150881,0.00292625886127311,0.00302450338630246,0.00287432205407143,0.00250423111022501,0.00197242892075328,0.00136287867131115,0.000989061026653853,0.000989061026653853,0.000989061026653853,0.000989061026653853
"3","8EB0C1FA","American Avocet","ebird19",0.0207949080004341,0.0218503500860888,0.0229065864234363,0.0239205780854496,0.0248492421390738,0.0256517243899241,0.0262915824131384,0.0267387547896594,0.0269712042709637,0.0269761408925074,0.026750754793086,0.0263024163042314,0.0256483311446904,0.0248146695407537,0.0238352180028944,0.0227496295942761,0.02160137126122,0.0204354838471872,0.0192962807973375,0.0182251146840117,0.0172583363694422,0.01642556012678,0.0157483300365674,0.0152392595126553,0.0149016882549323,0.0147298708784712,0.0147096806757269,0.0148197822182746,0.0150331995234879,0.0153191838636916,0.0156452682919122,0.0159793855815948,0.016291923123677,0.016557592568778,0.0167570033898234,0.0168778474003325,0.0169156245483691,0.0168738676527249,0.016763853556976,0.0166038187061613,0.0164177266158183,0.0162336613818758,0.0160819437127149,0.015993082644903,0.0159956861542198,0.016114456702249,0.0163683931951965,0.0167693091355092,0.0173207585936689,0.0180174380689658,0.0188451047111876,0.0197810213429385
"4","13E9F9B4","American Bittern","ebird19",0.0222265220652888,0.0222675845484943,0.0221663692922009,0.021968654679782,0.0217247466387797,0.0214859890262503,0.0213012377054979,0.0212135111316923,0.0212570195404089,0.0214547522562348,0.0218167695287053,0.022339303594032,0.0230047257884571,0.0237823852971047,0.0246302735021667,0.025497418910181,0.0263268741514374,0.0270591210974695,0.0276356948103422,0.0280028133073127,0.028114798809127,0.0279370873304128,0.0274486465295427,0.0266436553354788,0.0255323410692769,0.024140918135841,0.0225106240756331,0.0206959008381887,0.0187618185488652,0.0167808829196347,0.0148294032559283,0.0129836236541779,0.0113158339769888,0.00989067871827904,0.00876187083547723,0.00796949466452709,0.00753804847206414,0.00747533497834287,0.00777225974687912,0.00840354548505039,0.0093293180342272,0.0104974701718299,0.0118466651722229,0.0133098059308994,0.0148177694323065,0.0163031919332775,0.0177040882639786,0.018967099216778,0.0200501834727723,0.0209246035868286,0.0215760972814252,0.0220051732518998
"5","9BEECB7E","American Coot","ebird19",0.0276898396212747,0.0275198616731097,0.027360720092899,0.0272080011494034,0.0270499343256847,0.0268683774437446,0.0266402695322654,0.0263394611908813,0.0259388089294543,0.0254124033875503,0.0247377924488676,0.0238980595906125,0.0228836254021361,0.0216936556411207,0.0203369815818183,0.01883246645429,0.0172087838508026,0.0155036082229572,0.0137622520193525,0.0120358166141166,0.0103789530504213,0.0088473520830738,0.00749509967563912,0.00637204300768962,0.00552131264371854,0.00497713875474659,0.00476308359854038,0.00489078974572973,0.00535931508580688,0.00615509309045192,0.00725252202139362,0.00861515174540066,0.0101974035732351,0.0119467289829569,0.0138060889178376,0.015716617950517,0.0176203279710969,0.0194627047313246,0.0211950576227287,0.022776498062141,0.0241754439224191,0.0253705752900809,0.0263511988324189,0.0271170123530413,0.027677295714579,0.0280495872034597,0.0282579336988173,0.028330826992711,0.0282989559093704,0.0281929134954227,0.0280409999574211,0.0278672551434654
"6","A5EC8BF5","American Dipper","ebird19",0.0124132678090189,0.0111558228050357,0.00993065293916533,0.00881150700194534,0.00787230753696582,0.00718272521396528,0.00680390980849347,0.00678462909638901,0.00715804453765751,0.00793931682396945,0.00912418725990422,0.0106886252613689,0.0125895712066752,0.0147667410011669,0.0171453976576732,0.0196399394915333,0.0221581074105395,0.0246055779802842,0.0268906865419906,0.0289290169547365,0.0306476019769749,0.0319885004653582,0.0329115531708229,0.033396165892604,0.033442024391006,0.0330687065386774,0.03231422017276,0.0312325563524316,0.0298904036862283,0.0283632168373387,0.0267308685046732,0.0250731370292966,0.0234652899814823,0.0219740171859523,0.0206539450619263,0.0195449291631786,0.018670275452585,0.0180359858457535,0.0176310631206281,0.0174288479401315,0.0173893001079367,0.0174620808061504,0.0175902456732537,0.017714322901154,0.0177765281378247,0.017724860178365,0.017516828663761,0.0171225868581352,0.0165272777651063,0.0157324483179841,0.0147564414249488,0.0136337360570965
"7","C9ABA616","American Goldfinch","ebird19",0.0179081941222528,0.0172133348682621,0.0166784922475939,0.0163308371723154,0.0161860952505526,0.0162476981828956,0.0165066569465826,0.016942163078541,0.0175228819627452,0.0182088617361845,0.0189539455936846,0.0197085459782633,0.020422618093609,0.0210486585922793,0.0215445538504711,0.0218761110212679,0.0220191235522205,0.0219608499843141,0.021700819039949,0.0212509132691233,0.0206347255722488,0.0198862253094271,0.01904781097398,0.0181678622102485,0.017297933209237,0.016489750518182,0.0157921898286385,0.0152484076898419,0.0148932952472597,0.0147514025422457,0.0148354547042308,0.0151455471008648,0.0156690671734468,0.0163813485592806,0.0172470206358952,0.018221976281076,0.0192558447707217,0.0202948274176271,0.0212847324917227,0.0221740343799059,0.0229167805145014,0.023475178406955,0.0238217136562949,0.023940676983979,0.0238290125993671,0.0234964395339238,0.0229648397130061,0.0222669490150089,0.0214444279318359,0.0205454243484216,0.0196217703179492,0.0187259758195627
"8","20C2214E","American Kestrel","ebird19",0.0371948974912181,0.0371484705382452,0.0366851424020107,0.0358200698683649,0.0345828239717371,0.033015973342663,0.0311730380528692,0.0291159266350191,0.026911997245719,0.0246309041557022,0.0223414017391469,0.0201082792779546,0.0179895911493849,0.0160343288517635,0.0142806549095814,0.012754785531938,0.011470570912018,0.0104297814618642,0.00962306743598598,0.00903152068012801,0.00862873289182866,0.00838321678411791,0.0082610365172797,0.0082284828543792,0.00825462731996813,0.00831359824564463,0.00838643944798018,0.00846243834089637,0.00853984299530722,0.00862592509535123,0.00873638569908492,0.00889414084149783,0.00912756195869436,0.0094682796313765,0.00994868626856973,0.0105992924771428,0.0114461018538885,0.0125081691924031,0.0137954975825449,0.0153074111321159,0.0170315131343547,0.0189433059938218,0.0210065110473436,0.0231740857903915,0.0253898953029309,0.0275909562313861,0.0297101377648534,0.0316791766246711,0.033431843772953,0.0349070904756631,0.0360520011327519,0.0368243899455033
"9","8F268682","American Pipit","ebird19",0.0464131937872389,0.0441296620218275,0.0413669859168103,0.0382322025897175,0.0348404237391187,0.0313091238102388,0.0277524741875061,0.0242760357546272,0.0209720989091965,0.0179159203469186,0.0151630519829148,0.0127478924162409,0.0106835191656996,0.00896278472147929,0.00756058564840882,0.00643714583744204,0.00554209649187483,0.00481908994789788,0.00421065459702894,0.00366298571709048,0.00313037263026524,0.00257898593771385,0.00198978824234818,0.00136038542355566,0.000988768845217757,0.000988768845217757,0.000988768845217757,0.000988768845217757,0.000988768845217757,0.000988768845217757,0.000988768845217757,0.000988768845217757,0.000988768845217757,0.00219583350079847,0.0042557869685845,0.00680726018947365,0.0098240328882567,0.0132563693051937,0.0170320773002322,0.0210588478282823,0.025227765889423,0.0294178159417282,0.0335011465413501,0.0373488140345432,0.0408366960931017,0.0438512544629151,0.0462948331714277,0.0480902032416237,0.0491841062783782,0.0495496047623915,0.0491871133233469,0.0481240588488304
"10","866903B9","American White Pelican","ebird19",0.0138439079617242,0.0139675851280527,0.0142224869000473,0.014576716595014,0.0149954008839928,0.0154429248363975,0.0158851662548972,0.0162915970499773,0.0166371278046093,0.0169035873032913,0.017080750728208,0.0171668571735881,0.0171685875208779,0.0171005057754894,0.016983998817336,0.0168457793013069,0.0167160424200583,0.0166263878918127,0.016607632652334,0.0166876464856158,0.0168893418235852,0.0172289402348701,0.0177146222089569,0.0183456446473125,0.0191119832859461,0.019994526674547,0.0209658161054229,0.0219912938967595,0.0230309925520957,0.0240415712829699,0.0249785857135091,0.0257988624924855,0.0264628438469903,0.0269367682199273,0.0271945619859205,0.0272193333323286,0.0270043817988312,0.0265536643987163,0.0258816901139198,0.02501284708044,0.0239801990809283,0.0228238181696267,0.0215887466250343,0.020322702433762,0.0190736569418595,0.0178874203355732,0.0168053698295867,0.0158624468976766,0.0150855340784998,0.0144922997487247,0.014090572064826,0.0138782726137318
"11","D201EB72","American Wigeon","ebird19",0.0433357243889182,0.0437451973092288,0.0436734895778371,0.0431164797452379,0.0420845396772708,0.0406022525825316,0.038707500382747,0.0364499659395517,0.0338891269200159,0.0310918450395138,0.0281296755352547,0.0250760358049025,0.022003378405602,0.0189805117136179,0.0160702016277397,0.0133271703564371,0.010796584582115,0.00851309653554242,0.00650046941572748,0.00477178502005323,0.00333019835171519,0.00217017325914472,0.00127910660437854,0.000996384543045043,0.000996384543045043,0.000996384543045043,0.000996384543045043,0.000996384543045043,0.000996384543045043,0.000996384543045043,0.00152592603968132,0.00226089858884267,0.00314250931139666,0.00417995544574565,0.00538466642248907,0.0067685937587751,0.00834232124616932,0.0101131226902467,0.0120830994321334,0.0142475268872924,0.0165935285250789,0.0190991776928483,0.0217331034932045,0.0244546479486909,0.0272145896140837,0.0299564154869886,0.0326180904641729,0.0351342435995357,0.037438664798518,0.0394669858424725,0.0411594069471301,0.0424633251881062
"12","42393721","Anna's Hummingbird","ebird19",0.0197712185014522,0.019895323334706,0.0201238716099135,0.0204471963543914,0.0208479836020065,0.0213022570873645,0.0217807816329886,0.0222508035242873,0.0226780261253184,0.0230287048685253,0.0232717383808706,0.0233806323218139,0.0233352195222303,0.0231230338256406,0.0227402548464169,0.0221921655270089,0.0214930924680685,0.020665828892265,0.0197405700501988,0.0187534191464141,0.0177445468131313,0.0167561073391223,0.0158300290977019,0.0150058040822783,0.0143184017142362,0.0137964251182551,0.013460614265851,0.0133227805663171,0.0133852327823775,0.0136407259959069,0.0140729353772366,0.0146574264555062,0.0153630651875101,0.0161537860224024,0.0169906158114924,0.0178338369920664,0.0186451658132412,0.0193898209091843,0.0200383642815213,0.0205682103301332,0.020964718175637,0.0212218070037769,0.0213420621047102,0.0213363290515689,0.0212228233300075,0.0210258109561642,0.020773940563256,0.020498327647144,0.0202305059647835,0.0200003686466868,0.0198342219778425,0.0197530680010704
"13","E0A04985","Ash-throated Flycatcher","ebird19",0.000959595750232756,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.00334761366009353,0.00750739369892481,0.0124794230884564,0.0181104917285599,0.0242046452201171,0.0305326583313253,0.036843534758175,0.0428773914233472,0.0483790033540206,0.0531112446871628,0.0568676649546689,0.0594834873262696,0.0608444042132151,0.060892670447516,0.0596301479429996,0.0571181294326864,0.053473952518624,0.0488645982444742,0.0434976401259733,0.0376100601212297,0.0314555686925477,0.0252911499392463,0.0193635949403428,0.0138967845288009,0.00908043687465309,0.00506094818042007,0.00193483157762395,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.000959595750232756,0.00244731571334338,0.00415384289382629,0.00573590190267602,0.00703297902366874,0.0079161601875698,0.00829640361600593,0.00813026456829695,0.00742273147008055,0.00622700405910618,0.00464122544916356,0.00280236060153114,0.000959595750232756
"14","FED3756C","Bald Eagle","ebird19",0.0327203437820788,0.0326274113173957,0.032203497474346,0.0315015997045903,0.0305839305416055,0.0295179896710709,0.0283724344918397,0.0272129921682116,0.0260986521767423,0.0250783604425363,0.0241884054050805,0.023450644562937,0.0228716696717723,0.0224429527611518,0.0221419567685822,0.0219341372764206,0.0217757089275733,0.0216170046806587,0.0214062207980953,0.0210933174028639,0.0206338349408433,0.0199923915043536,0.0191456444443498,0.01808453095117,0.0168156444988524,0.0153616547678599,0.0137607349306558,0.0120650187238607,0.0103381671251884,0.00865217735273679,0.00708361221736421,0.00570946293371765,0.00460288127333824,0.00382902607886011,0.00344126409822936,0.00347794611304133,0.00395994750542456,0.00488911955981732,0.00624774639664864,0.00799904544919054,0.0100886901132384,0.012447275047122,0.0149935909381764,0.0176385294834485,0.0202894035201931,0.0228544437550351,0.0252472237351619,0.0273907691437517,0.0292211259231494,0.0306901930614018,0.0317676683014702,0.0324420060867961
