"AVIBASEID","yr_db","Week-1","Week-2","Week-3","Week-4","Week-5","Week-6","Week-7","Week-8","Week-9","Week-10","Week-11","Week-12","Week-13","Week-14","Week-15","Week-16","Week-17","Week-18","Week-19","Week-20","Week-21","Week-22","Week-23","Week-24","Week-25","Week-26","Week-27","Week-28","Week-29","Week-30","Week-31","Week-32","Week-33","Week-34","Week-35","Week-36","Week-37","Week-38","Week-39","Week-40","Week-41","Week-42","Week-43","Week-44","Week-45","Week-46","Week-47","Week-48","Week-49","Week-50","Week-51","Week-52"
"6C74415D","inat19",0.000991246116346753,0.000991246116346753,0.000991246116346753,0.00193373955238741,0.00317583067186426,0.00420711206290793,0.00490960789778625,0.00524655862738701,0.00526912062778245,0.00511057326261259,0.00496864357843487,0.00507815609913677,0.00567753235965026,0.00697352748554309,0.00910888368693535,0.0121372614552757,0.0160089166520095,0.0205692385786687,0.025570623918691,0.0306964455287788,0.0355943054343707,0.0399145418741254,0.0433492500085525,0.0456669687421863,0.0467386981358455,0.046551979357117,0.0452112565327436,0.0429244573991621,0.0399774576156422,0.0366996108218623,0.0334246388506352,0.0304517419164712,0.0280117354849834,0.0262423569055647,0.0251756973021111,0.0247391564685319,0.0247695917213233,0.0250386581876842,0.0252859326980333,0.0252554558614505,0.024730938144813,0.0235651029790977,0.0216994502968616,0.0191720092219527,0.0161122394250507,0.0127239284115723,0.00925849635579835,0.00598235751910184,0.00314273758342377,0.000991246116346753,0.000991246116346753,0.000991246116346753
"CAA5E106","inat19",0.0317457830644657,0.0320802733160886,0.032241180332347,0.0321366011183441,0.0316861403574001,0.0308332051805118,0.0295546156664913,0.0278662156411014,0.0258236792600295,0.0235183276097843,0.021068415908689,0.0186069418336677,0.0162674821839912,0.0141698288175244,0.0124072307865949,0.0110368525680137,0.0100746531378537,0.009495329306124,0.00923732142094411,0.00921223345505354,0.00931745596439068,0.00945037220934029,0.00952232756152741,0.00947057601533503,0.00926668079254056,0.0089203046248634,0.00847792003557041,0.00801662397328665,0.00763387003558093,0.00743445415404401,0.00751643873533101,0.0079578311446505,0.00880572867294434,0.0100693177471586,0.011717612679963,0.0136822042648131,0.0158646410197737,0.0181474699395584,0.02040749643197,0.0225295450055159,0.0244189488471063,0.0260111739871347,0.0272773685128346,0.0282251685242214,0.0288947191769701,0.0293504991285873,0.0296700875704258,0.0299314127737436,0.0302002174869517,0.0305194439792787,0.0309019843573098,0.0313277936822519
"39BD9FF2","inat19",0.0305544118208027,0.024442993388695,0.0196769035142791,0.0165920015546576,0.0152989942026048,0.0156794240214018,0.017409846737216,0.0200106594157319,0.0229129719619099,0.025534716716674,0.0273561421013948,0.0279850635607335,0.0272037102040259,0.0249915102030955,0.0215213699996008,0.0171304992673809,0.0122701578487642,0.00744141958548686,0.00312580902689127,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.00141423183212986,0.00298785775923295,0.00392905774330585,0.00400948134753928,0.0031655831067496,0.00151498391520286,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.000955684412639193,0.00131051116928993,0.00731906648309805,0.0148855628066951,0.0235259214582246,0.032602458460627,0.0413916000796548,0.0491639448865317,0.0552668966191757,0.0591996627582773,0.0606712821585426,0.0596344054234059,0.0562905444321675,0.0510660525351546,0.0445617428713921,0.0374823340705725
"B401C2DD","inat19",0.0192841377484028,0.0204412928623862,0.0211025040398927,0.0211141528382137,0.0204225670661835,0.0190854919906483,0.0172680140068746,0.0152232445393485,0.0132601264445371,0.011702481633834,0.0108446439412665,0.0109095511287738,0.0120149304848955,0.0141522301850903,0.0171813470528451,0.0208421855247237,0.0247819122914492,0.0285947273102792,0.0318693204804865,0.0342381402740588,0.035422304101394,0.0352664722109511,0.0337592278095453,0.0310363019820963,0.0273661245391081,0.023119397681297,0.0187263950474592,0.0146272277051596,0.0112211941662174,0.00882143197196461,0.00762040178369949,0.00767035029480909,0.00888099422743672,0.0110344891463967,0.0138155734671856,0.0168528880545423,0.0197661060454012,0.0222128384458897,0.0239293906040525,0.0247603139421242,0.0246732093026857,0.0237571931922427,0.022205579821449,0.0202853807629144,0.0182979141571326,0.0165359284147064,0.0152430391359373,0.0145809048004027,0.014608479425155,0.0152760249543125,0.0164345628093049,0.0178593581528316
"9C5ED06A","inat19",0.00970300641882745,0.00821624710261627,0.00723769265807537,0.00695284033642204,0.007486310732054,0.00888224874866371,0.0110939612029858,0.0139843779021186,0.0173375697460865,0.0208801571857436,0.0243101750968514,0.0273299895021615,0.0296793138552979,0.0311643202280301,0.0316792928281094,0.0312181722887889,0.02987457597209,0.0278302958370719,0.0253336918775231,0.0226706363189633,0.0201315652696632,0.0179786470048742,0.0164170237699793,0.0155735358114141,0.0154853645537189,0.0160997626305438,0.0172846355704785,0.0188483833828266,0.0205662731890001,0.0222098402539384,0.0235755004210911,0.0245087382215156,0.0249208836062006,0.0247965176877801,0.0241908167490402,0.0232174861544378,0.0220291751592457,0.0207932378830323,0.0196662884175601,0.0187711147057404,0.0181791536095242,0.0179009387872121,0.0178858203606261,0.0180309699328594,0.0181983980753741,0.0182375957949267,0.0180106160635145,0.0174160434230756,0.0164084098129158,0.0150101908555653,0.0133144849841637,0.0114777120196747
"E7A14E91","inat19",0.0251389101591717,0.024398468761697,0.0237324034532174,0.0232442561240124,0.0229951599593773,0.022991891600251,0.0231830354096626,0.0234639948827431,0.0236903652888035,0.0236980132285201,0.0233272494946855,0.0224478611885191,0.0209815732352536,0.0189187686100193,0.0163269814235837,0.0133497021249997,0.0101952688438966,0.00711690432188908,0.00438612716420883,0.00226266632722172,0.000995144128494862,0.000995144128494862,0.00135800763704604,0.00308009500246541,0.00568041439226335,0.00894871956598897,0.0126139410626625,0.016372851063687,0.0199222907296764,0.022991146933332,0.0253683050700704,0.0269233132723248,0.0276174056977282,0.0275037321388851,0.0267169752772083,0.0254538361359003,0.0239469685072801,0.0224357064000018,0.0211372608012014,0.0202219250003972,0.019795243583283,0.0198891485243572,0.0204628729310098,0.0214131754809139,0.0225922127954661,0.0238304373976382,0.0249612981287921,0.0258443528718235,0.0263836878307843,0.0265392318278198,0.0263295628514665,0.0258259912298068
"28A4DA76","inat19",0.00091369527503609,0.00091369527503609,0.000974968690212218,0.00375743897144492,0.00601780025044476,0.00732493937659866,0.00739378440360957,0.00613245494071493,0.00366414593176914,0.00091369527503609,0.00091369527503609,0.00091369527503609,0.00091369527503609,0.00091369527503609,0.00091369527503609,0.00091369527503609,0.00091369527503609,0.00656415115372884,0.015697606757623,0.0257742103253331,0.0360049269981457,0.0455596932395823,0.0536594750550945,0.0596629223093843,0.06313702572954,0.0639031679698269,0.0620530327392847,0.057932604132756,0.0520964706049502,0.0452383361775934,0.0381065657401471,0.0314153810366617,0.0257627551721792,0.0215650775835184,0.0190164109739782,0.018076932935081,0.018491369037741,0.0198343723565483,0.0215763842983264,0.0231609626687618,0.0240832095703478,0.0239589416697911,0.0225756082251749,0.0199184914572054,0.0161690814306428,0.0116762587004044,0.00690454907914715,0.00236675845619647,0.00091369527503609,0.00091369527503609,0.00091369527503609,0.00091369527503609
"5BC4E0EF","inat19",0.00616050786212997,0.0093565467459571,0.0106245956027723,0.00985548416467349,0.00727111800984941,0.00337740191410172,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.0063358906615747,0.0117209699978967,0.016015940994749,0.0185577056093975,0.0189266207878187,0.0170193767028464,0.0130798552954472,0.00768273817476634,0.00167088508004799,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.00450054095383268,0.0157926763288575,0.0292697941481925,0.0437929425028361,0.0580397400635329,0.0706513771410398,0.0803867841751807,0.0862651439369997,0.0876792539211108,0.0844657903430793,0.0769238378597842,0.0657794554809626,0.0521007345493577,0.0371739189052732,0.022355923971495,0.00892140769233552,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.000838338475086627,0.00147827092036707
"667C6969","inat19",0.00704590520391827,0.0029051730910437,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00410146676902872,0.00940928744201652,0.0138845968873959,0.0169499259457761,0.0182456591592237,0.0176896329051225,0.0154986636150885,0.0121683462724183,0.00841304626503474,0.00507338492412676,0.00300298005523157,0.00294915396605678,0.00544336448890926,0.010716098584456,0.0186480107889644,0.0287645612897742,0.0402758883255476,0.0521578463064777,0.0632648040607322,0.0724606194552518,0.0787517328876141,0.0814058803848728,0.0800415839441252,0.0746771288657531,0.0657327373655667,0.0539854599522187,0.0404821908415453,0.026421420947024,0.0130182082481366,0.00136887918975997,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00086029054500586,0.00312177823100092,0.00754427096903904,0.0103408424699719,0.0111618794869971,0.0099732322396953
"F5C8516D","inat19",0.0414570387907253,0.0369880327149043,0.0326524292467198,0.0286557769595875,0.0251270032458496,0.0221163390076571,0.0196033241592401,0.0175131429933064,0.0157385210459014,0.0141637927954204,0.0126875971975936,0.0112409877864311,0.00979850408851348,0.00838083301060608,0.00704894230086222,0.00589082092130785,0.00500304203648352,0.0044701259469283,0.00434501865102667,0.00463386993765279,0.00528770954371339,0.0062026587994915,0.0072291072476378,0.00818899195702412,0.00889911720249044,0.00919750866761067,0.00896924151097475,0.0081680972817928,0.00683081095337702,0.00508152168717452,0.00312523532827538,0.00123049272856788,0.000963959968551262,0.000963959968551262,0.000963959968551262,0.000963959968551262,0.00278599240758243,0.00663707004165166,0.0116665848735604,0.0176453847853635,0.0242474258001103,0.031078436976265,0.0377121574144241,0.0437301335766164,0.048760647710418,0.0525124656119642,0.0547997285383668,0.0555553889706285,0.0548319676034491,0.0527899165354695,0.0496753230670965,0.0457899004679851
