AVIBASEID,Week-1,Week-2,Week-3,Week-4,Week-5,Week-6,Week-7,Week-8,Week-9,Week-10,Week-11,Week-12,Week-13,Week-14,Week-15,Week-16,Week-17,Week-18,Week-19,Week-20,Week-21,Week-22,Week-23,Week-24,Week-25,Week-26,Week-27,Week-28,Week-29,Week-30,Week-31,Week-32,Week-33,Week-34,Week-35,Week-36,Week-37,Week-38,Week-39,Week-40,Week-41,Week-42,Week-43,Week-44,Week-45,Week-46,Week-47,Week-48,Week-49,Week-50,Week-51,Week-52,yr_db
00124D98,0.016801075268817203,0.01881720430107527,0.019489247311827957,0.014112903225806451,0.02486559139784946,0.02217741935483871,0.01881720430107527,0.016129032258064516,0.0228494623655914,0.02486559139784946,0.024193548387096774,0.02620967741935484,0.0228494623655914,0.0228494623655914,0.02889784946236559,0.03293010752688172,0.05040322580645161,0.03696236559139785,0.019489247311827957,0.018145161290322582,0.013440860215053764,0.026881720430107527,0.028225806451612902,0.01478494623655914,0.016129032258064516,0.014112903225806451,0.01478494623655914,0.030913978494623656,0.01881720430107527,0.036290322580645164,0.016801075268817203,0.016801075268817203,0.01881720430107527,0.01881720430107527,0.014112903225806451,0.01881720430107527,0.010752688172043012,0.0114247311827957,0.015456989247311828,0.014112903225806451,0.012768817204301076,0.00739247311827957,0.010752688172043012,0.010752688172043012,0.010080645161290322,0.01478494623655914,0.014112903225806451,0.010752688172043012,0.012096774193548387,0.012096774193548387,0.016129032258064516,0.016129032258064516,inat22
00635FF9,0.016666666666666666,0.005555555555555556,0.0,0.03888888888888889,0.016666666666666666,0.027777777777777776,0.022222222222222223,0.011111111111111112,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.05,0.022222222222222223,0.016666666666666666,0.0,0.005555555555555556,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.005555555555555556,0.0,0.03333333333333333,0.011111111111111112,0.022222222222222223,0.027777777777777776,0.044444444444444446,0.011111111111111112,0.016666666666666666,0.044444444444444446,0.005555555555555556,0.044444444444444446,0.03333333333333333,0.0,0.0,0.016666666666666666,0.027777777777777776,0.005555555555555556,0.03333333333333333,0.027777777777777776,0.022222222222222223,0.011111111111111112,0.016666666666666666,0.011111111111111112,0.005555555555555556,0.044444444444444446,0.022222222222222223,0.016666666666666666,0.005555555555555556,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.005555555555555556,inat22
01060BFD,0.008247422680412371,0.020618556701030927,0.008247422680412371,0.010309278350515464,0.006185567010309278,0.002061855670103093,0.008247422680412371,0.006185567010309278,0.004123711340206186,0.0,0.008247422680412371,0.008247422680412371,0.004123711340206186,0.01443298969072165,0.04742268041237113,0.06804123711340206,0.09896907216494845,0.10103092783505155,0.002061855670103093,0.002061855670103093,0.0,0.0,0.0,0.0,0.002061855670103093,0.004123711340206186,0.012371134020618556,0.03505154639175258,0.03505154639175258,0.03917525773195876,0.02268041237113402,0.05567010309278351,0.030927835051546393,0.07010309278350516,0.04329896907216495,0.02268041237113402,0.008247422680412371,0.03711340206185567,0.002061855670103093,0.008247422680412371,0.004123711340206186,0.016494845360824743,0.010309278350515464,0.010309278350515464,0.016494845360824743,0.010309278350515464,0.012371134020618556,0.012371134020618556,0.010309278350515464,0.008247422680412371,0.012371134020618556,0.018556701030927835,inat22
018B3169,0.052083333333333336,0.08333333333333333,0.078125,0.010416666666666666,0.026041666666666668,0.036458333333333336,0.03125,0.041666666666666664,0.0625,0.015625,0.052083333333333336,0.020833333333333332,0.03125,0.005208333333333333,0.026041666666666668,0.010416666666666666,0.0,0.005208333333333333,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.005208333333333333,0.026041666666666668,0.005208333333333333,0.010416666666666666,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.015625,0.078125,0.057291666666666664,0.036458333333333336,0.08333333333333333,inat22
029491CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.2,0.04,0.0,0.24,0.08,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inat22
0337440E,0.012711864406779662,0.00423728813559322,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.07627118644067797,0.0423728813559322,0.012711864406779662,0.025423728813559324,0.1864406779661017,0.038135593220338986,0.08898305084745763,0.1483050847457627,0.05508474576271186,0.025423728813559324,0.00847457627118644,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211864406779661,0.029661016949152543,0.0423728813559322,0.029661016949152543,0.038135593220338986,0.025423728813559324,0.029661016949152543,0.00847457627118644,0.00847457627118644,0.012711864406779662,inat22
03AC32BA,0.0423728813559322,0.05084745762711865,0.025423728813559324,0.059322033898305086,0.03389830508474576,0.059322033898305086,0.046610169491525424,0.012711864406779662,0.05508474576271186,0.029661016949152543,0.0635593220338983,0.012711864406779662,0.025423728813559324,0.0,0.00847457627118644,0.00423728813559322,0.01694915254237288,0.029661016949152543,0.0,0.00847457627118644,0.0211864406779661,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.00423728813559322,0.00423728813559322,0.0,0.0,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0,0.00423728813559322,0.00423728813559322,0.0,0.00423728813559322,0.00423728813559322,0.0,0.0,0.00847457627118644,0.00423728813559322,0.00847457627118644,0.012711864406779662,0.00847457627118644,0.029661016949152543,0.01694915254237288,0.03389830508474576,0.029661016949152543,0.025423728813559324,0.11864406779661017,0.029661016949152543,inat22
0413ED30,0.022222222222222223,0.025396825396825397,0.01904761904761905,0.025396825396825397,0.012698412698412698,0.012698412698412698,0.015873015873015872,0.006349206349206349,0.012698412698412698,0.01904761904761905,0.025396825396825397,0.01904761904761905,0.031746031746031744,0.025396825396825397,0.015873015873015872,0.022222222222222223,0.006349206349206349,0.0,0.0,0.0,0.0,0.0,0.0031746031746031746,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.01904761904761905,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.050793650793650794,0.025396825396825397,0.06349206349206349,0.04126984126984127,0.047619047619047616,0.022222222222222223,0.01904761904761905,0.0380952380952381,0.006349206349206349,0.031746031746031744,0.012698412698412698,0.01904761904761905,0.031746031746031744,0.01904761904761905,0.031746031746031744,0.01904761904761905,0.04126984126984127,inat22
049D9AEA,0.15217391304347827,0.010869565217391304,0.05434782608695652,0.0,0.0,0.043478260869565216,0.03260869565217391,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.03260869565217391,0.021739130434782608,0.010869565217391304,0.0,0.0,0.0,0.03260869565217391,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03260869565217391,0.010869565217391304,0.07608695652173914,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.03260869565217391,0.05434782608695652,0.021739130434782608,0.05434782608695652,inat22
06B9BD24,0.04405286343612335,0.048458149779735685,0.037444933920704845,0.030837004405286344,0.037444933920704845,0.06607929515418502,0.04405286343612335,0.00881057268722467,0.006607929515418502,0.019823788546255508,0.013215859030837005,0.015418502202643172,0.006607929515418502,0.019823788546255508,0.011013215859030838,0.013215859030837005,0.015418502202643172,0.03303964757709251,0.0022026431718061676,0.028634361233480177,0.006607929515418502,0.006607929515418502,0.0,0.0,0.0,0.0,0.0,0.0022026431718061676,0.006607929515418502,0.006607929515418502,0.00881057268722467,0.015418502202643172,0.015418502202643172,0.011013215859030838,0.013215859030837005,0.02643171806167401,0.006607929515418502,0.028634361233480177,0.01762114537444934,0.019823788546255508,0.011013215859030838,0.011013215859030838,0.022026431718061675,0.028634361233480177,0.03303964757709251,0.030837004405286344,0.030837004405286344,0.013215859030837005,0.013215859030837005,0.04185022026431718,0.037444933920704845,0.03303964757709251,inat22
